"casn" "cacont" "kl1" "kl2" "xh1" "xh2"
3.2069 0.5025 -3.4806 -0.59199 1614.5 845.39
2.0509 0.17256 -2.0323 -0.11979 1868.7 944.09
3.7316 0.45674 -1.227 -1.8035 1698.5 846.11
11.083 0.21629 -1.216 -0.18417 1948.3 998.35
3.649 0.18313 -0.41005 -0.13248 2033.9 929.13
9.3572 0.1726 0.42301 -0.14033 2090.2 1024.1
7.0264 0.10102 0.74466 -0.040492 2146.8 1162.4
0.78403 0.14054 -3.215 -1.1488 1492.9 858.27
2.1443 0.30091 -2.0974 0.48151 1753.2 947.36
4.7577 0.26854 1.145 1.3083 2084.7 1256.4
8.7859 0.14835 -0.2738 -0.22039 2036.7 1082.9
6.5396 0.21816 -0.39221 -0.34425 2049.1 942.42
7.9178 0.13935 -0.43054 -0.51555 2056.8 1037.9
5.6169 0.18543 -0.03945 -0.19298 2059.4 966.26
10.249 0.16507 -0.57644 -0.0030981 2011.2 1048.3
3.6234 0.44125 -2.2531 0.17434 1797.5 928.05
6.7409 0.20937 -1.1046 -0.096462 1958.8 1022.5
2.6702 0.68966 -5.5042 -0.79618 1360.4 699.76
7.6138 0.34256 -4.6408 0.073494 1370 796.3
5.516 0.18922 0.65326 -0.37953 2201.3 1123.6
11.44 0.21085 -0.48968 -0.22613 2018.1 1065.5
13.437 0.18082 -0.59766 -0.25338 2013.7 1055.9
6.7036 0.19786 -1.9908 0.21529 1803.3 994.4
2.3849 0.27184 -2.7738 -0.3216 1580 818.45
4.3055 0.22259 -1.142 -0.091684 1939.8 865.08
4.8858 0.31676 -1.2126 -0.35553 1957.1 982.82
10.688 0.25385 -1.7909 -0.31891 1892.4 954.4
4.5148 0.30384 -1.6685 -0.36619 1937.5 943.75
3.04 0.47203 -4.0261 -0.15371 1463.3 814.02
1.1926 0.27638 -4.8262 -0.48605 1333.1 782.27
15.161 0.23586 -1.6562 -0.54299 1918.5 969.25
1.6054 0.17276 0.095893 -0.14594 2153.7 1097.1
10.271 0.32495 -2.3648 0.18184 1724.8 955.74
3.6503 0.21701 -1.5064 -0.34578 1612.2 894.35
-0.98511 -0.98511 4.5749 -2.2259 2675.1 1420.3
1.2221 0.19058 -1.2332 0.089718 1858.7 966.33
6.2003 0.23905 -0.069031 -0.43525 2090.9 910.98
5.7251 0.19843 -1.0459 0.12766 1918.1 962.74
2.666 0.3226 -0.84522 -0.45527 1930.1 893.97
3.694 0.39289 -1.6851 -0.4515 1869.9 859.02
1.3706 0.13803 -0.97496 -0.20809 2002.9 901.97
3.8489 0.52225 -4.7326 -0.18042 1372.7 815.65
1.8207 0.37169 -3.7272 -0.63706 1519.9 782.26
5.4712 0.15177 1.1132 -0.08523 2151.4 1070.4
4.3351 0.22589 -0.70589 -0.18402 2030 910.62
4.4268 0.30864 -4.3969 -0.5517 1458.3 788.29
1.0035 0.14732 -1.4265 -1.7307 1514.3 926.3
3.7184 0.441 -5.0185 -0.22473 1368 816.46
12.468 0.26198 -2.2714 -0.0067066 1773.1 945.3
4.6704 0.29104 -1.835 -0.10356 1890.2 950.89
6.1821 0.31594 -1.1643 -0.44659 1978.9 850.28
4.5062 0.30612 0.8188 -4.74 1569.1 990.99
1.159 0.18033 -2.577 0.15816 1735.4 918.74
8.0537 0.28103 5.4855 -15.127 1634.5 859.17
15.498 0.25997 -2.5928 0.13853 1679.7 953.97
3.4115 0.34418 -3.2213 -0.40636 1529.4 854.16
4.0221 0.34958 -1.8978 0.16015 1793.5 861.45
3.8816 0.10107 1.9953 -0.19041 2252.9 1104.7
2.5752 0.57521 -5.4802 -0.58417 1348.8 722.49
1.6665 0.40055 -5.653 -0.020637 1262.1 744.54
2.8596 0.068943 1.1033 -0.24293 2213 1186
3.9686 0.16667 42.967 -86.823 1677.4 965.48
7.0439 0.37257 -3.2755 -0.29644 1627.9 801.18
3.2454 0.2054 -0.19411 -0.45862 2120.9 1026.2
8.2524 0.15471 1.1451 -0.61256 2219.8 1011.9
3.5861 0.3496 -2.1593 -0.033789 1868.2 897.66
10.478 0.18969 -0.58712 -0.18314 2029.5 1039.6
9.1524 0.31542 -1.9675 -0.046691 1793.9 889.06
12.774 0.25622 -2.1594 -0.17675 1822.4 933.2
9.1791 0.41094 -3.4533 -0.59937 1362.9 831.22
3.4193 0.17126 0.11322 0.011298 2111.3 959.1
3.7851 0.20893 -0.77622 -0.016839 1985.7 914.93
0.67043 0.14255 -3.5041 -1.9961 1350.8 759.75
2.1888 0.16395 -0.30212 -0.17722 2059.9 1023.6
7.0167 0.22021 0.028227 -0.098401 2041.2 982.52
5.3274 0.75488 -3.7264 0.062747 1480.9 870.09
3.52 0.19348 -1.332 -0.1755 1953.2 980.88
2.0579 0.14988 -1.0719 -0.39005 1964.1 869.55
4.7446 0.18771 -0.93692 -0.11152 1492 974.48
3.9825 0.3751 -3.3382 -0.52727 1653.2 831.62
3.2012 0.43285 -1.467 -0.277 1941.1 848.35
5.9389 0.20983 0.35103 -0.89659 1565.6 1075.5
9.6936 0.23086 -0.82679 -0.081132 1962 932.06
3.036 0.19033 -0.88194 -0.082791 1982.9 1007.1
4.3072 0.35809 -1.6188 -0.13466 1815.6 864.03
5.9256 0.42115 -4.5712 -0.30454 1321.5 771.23
3.4001 0.17836 0.45738 -1.7436 1843.3 1048.3
11.583 0.29366 -3.675 -0.12739 1545.3 873.16
5.4055 0.5275 -4.676 -0.28318 1364 760.74
3.8382 0.20633 -0.5377 -0.73949 2084 859.39
6.2502 0.19516 -0.45147 -0.1731 2022.2 933.27
3.7331 0.9337 -5.1993 -0.10652 1337.3 708.74
3.317 0.26435 -3.6255 -0.075861 1552.6 812.78
5.9081 0.25937 -1.8154 -0.22091 1876.7 942.75
2.6208 0.37608 -2.066 -1.5361 1511.6 826.22
11.764 0.28461 -0.67742 -0.54087 2039.2 1019.1
1.3207 0.10199 -0.66573 -0.11614 2035.9 1061
1.5391 0.16005 -3.7149 -0.15357 1441.1 888.81
7.8863 0.18664 -1.4338 0.04261 1868.3 920.97
7.5177 0.26831 -1.7534 -0.26304 1880.4 951.03
7.5753 0.098458 0.35524 -0.25857 2114.1 1129.5
4.1666 0.50139 -3.9452 -0.10251 1535.5 842.74
7.0453 0.24811 -0.028356 -0.12094 2085.5 1072.4
5.449 0.23958 -1.9509 0.091548 1810.7 875.68
4.668 0.17129 -0.085415 -0.42024 2081 944.21
12.372 0.19798 -2.0778 0.21784 1745.7 903.24
9.756 0.1913 -0.74108 -0.25446 1980.1 937.64
12.563 0.23035 -1.178 -0.38746 1970.4 988.4
3.9668 0.30979 -0.025218 -0.35005 2128.2 1048.3
7.0427 0.38474 -4.2538 -0.023353 1412.6 828.93
1.7803 0.36462 -3.7383 -0.61514 1509.4 835.46
2.6657 0.19113 8.9008 -16.384 1909.8 1000.9
6.5245 0.21707 -1.168 0.013351 1938.3 1007.2
10.06 0.2718 -2.5288 -0.010855 1735.3 939.99
7.7603 0.24453 -1.4111 -0.29013 1926.5 974.92
7.7248 0.24318 -1.5794 0.059745 1870.3 993.98
6.6777 0.26914 -1.0998 0.067411 1955.1 1001.9
0.73572 0.15621 -3.8417 -0.21344 1499.8 767.32
1.5213 0.16574 -1.8365 0.31519 1816.3 874.51
11.381 0.2258 -0.55908 -0.53062 2073.4 1015.2
10.531 0.24581 3.4119 -7.5651 1479.7 978.36
4.702 0.34692 -3.7213 -0.056505 1558.2 854.83
6.149 0.28216 -1.4724 -0.31793 1920.6 971.27
3.0055 0.44623 -1.4724 -0.26536 1911.6 965.53
12.992 0.27206 -2.5902 0.17848 1664.4 959.55
8.4427 0.12204 0.77966 -0.27337 2151.9 1163.4
2.9938 0.60364 -4.3272 -0.43997 1381.4 832.19
2.0117 0.27538 -2.8825 0.046532 1742.2 857.99
4.162 0.22419 -2.9401 -0.23837 1665.7 856.95
1.1047 0.17397 -3.4188 0.25332 1597.2 882.6
3.2623 0.22131 -0.26361 -0.08162 2089.4 1041.5
4.8921 0.24505 -2.0942 -0.41383 1871 922.91
3.1953 0.3645 -4.0586 -0.15382 1435.5 768.94
3.2919 0.25957 -3.8586 -0.0032995 1509 849.23
2.1695 0.24214 4.8525 -18.076 1406.9 817.95
10.064 0.20813 -1.2041 -0.0556 1541.6 927.38
1.7108 0.24366 -2.3661 -1.1242 1777.1 832.98
6.1117 0.34199 -1.7655 0.24796 1838.7 897.57
12.551 0.23855 -0.23352 -1.1169 1906 931.39
8.6576 0.15221 -0.15785 -0.10399 2066.2 1086.5
4.2992 0.41148 -1.662 -0.45322 1938.8 943.94
5.3297 0.28589 -1.9447 -0.46397 1898.9 926.98
13.327 0.33881 -3.3864 -0.17231 1599.9 871.19
2.3745 0.29041 -5.0604 -0.24634 1353.9 776.7
5.9302 0.24462 -1.1335 -0.33883 1516.8 897.1
3.5453 0.20808 -0.13966 -3.0559 1556.6 875.88
5.3941 0.22292 -2.3585 -0.34434 1793.9 917.01
5.5702 0.35653 -3.2259 -0.12364 1611.5 873
3.7286 0.32009 -0.79839 -0.42855 2039 878.02
4.1649 0.59009 -3.4927 0.16075 1532.1 847.58
2.4741 0.43556 -1.5174 -0.35657 1960.4 1001.8
3.8337 0.26434 -1.7431 -0.13639 1768.2 937.63
7.7776 0.23586 -2.0137 -0.23129 1616.9 840.05
9.4436 0.14143 -0.185 -0.26174 2069.1 1064.1
6.3443 0.12303 -0.33865 -0.039293 2011.7 961.11
2.9862 0.36831 30.58 -67.014 1577.8 859
5.7512 0.19679 -0.48567 -0.29913 2040.6 915.81
6.6249 0.113 0.94207 0.027474 2139.2 1045.2
2.7626 0.31525 -3.418 -0.087078 1581.1 871.85
1.3702 0.08986 2.2303 -1.8405 2452.2 1016.8
10.518 0.21212 -1.1948 -0.1494 1920.8 918.77
4.0931 0.30266 -1.8978 -0.33337 1919.2 909.72
5.375 0.26728 -2.3801 0.010392 1763.6 937.43
2.9006 0.37819 -1.6462 -3.0581 1527 820.49
2.6584 0.2665 -2.506 0.051096 1742.6 846.41
3.8035 0.19972 -0.50355 -0.18489 2018.3 922.9
6.277 0.11113 -1.2133 -0.099145 1903.1 934.92
3.9823 0.29601 -0.70571 -2.1881 1595.8 950.64
1.8502 0.33898 -3.3542 -0.073289 1531.8 832.87
2.906 0.80442 -5.396 -1.1461 1225.6 764.81
5.1796 0.42588 -2.9136 -0.015387 1649.2 883.86
8.9112 0.18674 -3.3947 0.39402 1556 861.74
1.1889 0.07081 3.4362 -2.9116 2591.8 1111.3
3.162 0.32631 -0.31547 -0.78216 1711.3 1019.3
4.6944 0.26888 -1.2263 -0.23335 1934.2 876.34
4.2974 0.41059 -1.3132 -0.56899 1939.6 973.79
5.2288 0.60738 -2.8193 -0.33121 1687 778.26
4.0302 0.25401 -1.4565 -0.74902 1537.3 948.08
6.3876 0.099993 0.73372 -0.67139 2198.1 1140.6
1.8916 0.23304 -1.2349 -0.47853 1923.4 1001.3
4.8256 0.20236 -1.3535 -0.14534 1930.6 981.91
2.6334 0.40435 -2.3079 -1.0114 1813.8 850.75
3.6583 0.22971 -1.9199 -0.11861 1830.7 833.68
4.6808 0.27256 -0.31388 -0.35986 2019.9 965.85
4.2525 0.3309 -1.8699 -0.17992 1876.9 951.75
4.9614 0.32462 -3.7625 0.18102 1478 803.71
3.1357 0.46201 -3.923 0.060899 1455 805.14
4.8238 0.24681 -0.16256 -0.47098 2113.7 1020.1
3.6158 0.30524 0.76081 -5.7389 1638.5 869.74
8.6872 0.14844 0.23119 -0.33035 2116.8 1107.6
1.2091 0.14797 0.30617 -2.6696 1934.5 995.59
5.161 0.39702 -2.0301 -0.37327 1794.4 936.37
1.3759 0.14716 -1.2213 -0.52286 1945.2 870.83
3.5406 0.19227 -4.6054 -0.219 1401 772.4
4.5908 0.43078 -3.5005 0.03958 1559.1 883.81
1.5899 0.23056 -2.4117 0.43819 1400.1 881.96
3.3497 0.24934 -0.68785 -0.031346 2032.5 1013
1.8821 0.40227 -5.3193 -0.60586 1324.3 754.04
3.5648 0.35233 -1.5987 -0.17815 1902.4 862.35
10.873 0.22361 -0.80003 -0.20426 1968.2 933.43
6.6023 0.18064 0.72234 -0.45305 2162 996.27
3.3559 0.42574 -3.5726 0.51506 1486.7 777.79
1.7803 0.1852 -3.1695 -0.2383 1647.3 874.68
3.2471 0.24995 -0.78476 -0.54852 1994.9 975.34
3.9237 0.57128 -2.2741 -0.21962 1719.5 881.92
1.7745 0.26476 -2.255 -0.090345 1798.2 859.81
8.2729 0.12016 0.81883 -0.48164 2196.4 1151.6
3.2367 0.54915 -4.0453 -0.0083412 1419.7 804.11
9.2401 0.14056 0.51448 -0.87288 2109.9 989.99
1.2909 0.23019 -3.5163 0.46487 1568.2 892.25
8.217 0.33549 -2.1188 -0.023145 1796 953.38
1.3682 0.10371 0.3138 -0.28075 2134.4 1086.8
1.126 0.144 -0.75942 -0.22702 1984.6 1019.6
4.8583 0.12305 -0.64062 -0.25471 2013.9 1041.8
14.653 0.31158 -2.0734 0.1997 1747.4 986.89
2.5617 0.65496 -5.186 -0.5603 1311.7 759.09
4.1758 0.32812 -0.85448 -0.16894 1964.6 906.29
10.963 0.19424 -0.12175 -0.36401 2068.4 959.85
8.5799 0.19295 -1.5076 0.073701 1861.4 907.55
2.3098 0.22007 -0.84648 -0.13811 2024.5 857.42
8.7009 0.38365 -2.1443 0.13146 1785 964.8
4.3744 0.32487 -3.2882 -0.4897 1657.2 855.03
2.5991 0.41767 4.5955 -16.639 1368.9 796.56
2.2895 0.24783 -2.8107 -0.25605 1704.2 832.88
3.8541 0.26746 -1.2292 -0.036493 1928.8 891.63
0.89863 0.084774 0.17027 -0.57468 2161.2 912.48
3.1477 0.047061 95.589 -102.41 2664.6 2650.8
3.5147 0.43911 -3.9076 -0.071896 1537.3 863.7
10.227 0.1643 0.22906 -0.0034265 2081.6 1126.8
3.0266 0.34076 1.1278 -4.9224 1711.3 979.24
8.1659 0.38121 -3.0766 -0.1096 1619.4 829.24
5.3107 0.24592 -0.66899 -0.29507 2013.7 1034
3.3166 0.15214 -1.2809 -0.26995 1956.4 963.48
7.1766 0.35237 -1.8859 0.138 1843 962.98
4.4951 0.43443 -3.2577 -0.19812 1556.4 823.27
7.8103 0.28669 -1.8096 -0.59996 1908.5 927.94
2.1218 0.47898 -5.1449 -0.10128 1366.2 783.93
2.9601 0.17711 -1.139 -0.25267 2011.5 980.38
6.547 0.29286 -0.2234 0.16299 2024.4 970.04
5.7021 0.28324 -1.1947 0.0092132 1946.5 995.7
12.241 0.22057 -1.4905 0.030549 1873 1016.3
11.527 0.20321 -0.16438 -0.11854 2037.3 981.93
9.2209 0.25695 -1.0675 -0.30725 1978.6 1002.2
3.4224 0.33629 -1.1269 -0.23847 1962.1 977.94
7.5689 0.1056 1.4812 1.0876 2139.5 1115.6
3.895 0.33447 -0.57842 0.14847 1964.6 970.55
3.5681 0.72091 -4.7205 0.15915 1285.9 826.65
6.5591 0.38841 -2.0156 -1.2084 1510 819.86
5.4047 0.27866 -0.69999 -0.27937 2013.1 903.34
5.5861 0.38622 -2.8222 -0.44537 1711.3 846.34
10.253 0.18861 0.90105 -0.17431 2162.2 1017.2
12.734 0.1744 -1.6666 -0.26597 1891.3 956.8
2.7689 0.24815 -4.0068 -0.3924 1499 833.57
2.1306 0.38232 -2.9596 -0.54369 1654.8 860
3.6464 0.25476 -0.23431 0.011131 2044.9 929.81
2.6174 0.36735 -1.4334 -0.34671 1975.5 943.75
2.6885 0.19659 -0.95023 -0.035715 1976.6 997.75
8.7758 0.19948 -0.31168 -0.048968 2035.3 1082.5
3.1173 0.52153 -3.1083 -0.076991 1716.1 906.91
11.51 0.20891 -3.5876 0.12751 1523.6 901.17
9.41 0.25696 -2.2046 -0.085877 1775.2 870.29
9.2923 0.30545 -2.1745 -1.2981 1669.3 820.78
2.5704 0.3766 -4.4268 -0.13534 1405 778.99
5.8458 0.18908 -0.30476 -0.20688 2085.6 1046.7
4.7456 0.28544 -2.6152 0.087346 1705.4 837.14
1.7508 0.34663 -1.2802 -8.2539 1267.6 778.06
6.2985 0.26787 -3.029 -0.092499 1642.5 886.65
2.9623 0.18442 0.18502 -0.38775 2145.3 934.02
5.5973 0.25604 -0.94349 -0.31596 2010.6 999.17
4.4197 0.3345 -1.3277 0.17922 1561.7 891.36
2.9037 0.61809 -4.4036 -0.78078 1349.4 729.48
6.7395 0.26762 -1.0604 -0.55058 1991.2 894.08
4.0011 0.20037 -0.63069 -0.23042 2007.7 898.54
4.5369 0.29017 -0.93669 0.14355 1926.5 933.39
5.6271 0.2572 0.25663 -0.22661 1937.5 1106.8
4.0929 0.50402 -2.6751 -0.025715 1731.8 914.91
8.485 0.13326 0.27185 -0.5879 2130.3 955.47
4.7723 0.25828 -1.3556 -0.26688 1902.1 915.48
3.7119 0.42268 -4.3214 -0.30943 1460.9 821.09
2.0623 0.31175 -2.9228 0.16182 1711.4 868.92
1.4477 0.50145 -6.2585 -0.41023 1231.2 717.08
2.8338 0.12089 0.43717 -0.22312 2158.8 1093.5
5.4904 0.27279 -0.7866 -0.45946 1506.7 982.78
5.3215 0.2092 -0.41141 0.19842 1989.4 985.95
3.4235 0.57213 -4.8366 -0.19253 1302.7 758.55
1.9223 0.20087 -1.1985 0.41466 1893.8 1025
3.0711 0.33918 -3.0286 0.3192 1557.6 853.42
2.0734 0.20314 -1.8608 -0.28834 1888.9 930.7
4.3855 0.46626 -2.9632 -0.39179 1652.5 881.11
3.2566 0.29118 -1.126 -0.18992 1992.4 996.57
11.489 0.21189 -1.3135 -0.3321 1946.4 980.25
13.645 0.26407 -1.5174 -0.12794 1904 980.71
2.8777 0.75732 7.0246 -21.875 1347.2 787.41
1.1416 0.2551 -5.2763 -0.85402 1246 760.29
5.1502 0.32949 -3.4544 0.30128 1538.3 908.11
4.8703 0.56971 -2.9885 -0.39504 1655.1 813.97
7.6953 0.24248 -1.4551 -0.20966 1919.8 979.91
5.749 0.2283 -0.38545 -0.061946 2014.3 947.81
6.1593 0.27677 -1.11 -0.75239 2020.1 845
6.3773 0.41524 -1.255 -0.05452 1970.7 839.21
3.775 0.31143 -0.17633 0.097712 2080.3 1050.4
7.4432 0.36474 -2.5609 -0.19557 1761.3 902.56
2.8596 0.068943 1.0848 -0.27748 2213 1186
2.8207 0.31803 -4.1716 -0.46704 1510.7 791.38
2.7204 0.17802 -1.4048 -0.59832 1975.1 845.98
10.817 0.16478 -2.495 0.41874 1662.9 985.36
3.9704 0.35191 -3.842 -0.20206 1523.8 835.67
7.5668 0.36255 -3.4319 -0.045679 1583 861.78
8.8147 0.30852 -2.3673 0.019136 1745.2 937.45
1.8091 0.31105 6.3235 -22.803 1340.1 824.71
6.1769 0.18195 -0.010417 -2.0928 1943 915.55
11.514 0.1805 -0.98121 -0.21365 1887.2 947.44
9.5325 0.23783 -0.75117 -0.11585 1980.7 932.57
2.3151 0.17358 -0.21002 -0.15895 2048 954.02
3.26 0.25908 -1.2115 -0.30942 1959 890.93
1.6376 0.20358 -0.69409 -0.96233 2107.1 1012.1
9.2348 0.23267 -3.4811 0.096339 1532 851.43
4.4455 0.47329 -1.483 0.25121 1894.4 947.83
3.7235 0.23934 -0.59007 -0.59594 2053.8 909.08
3.4105 0.24435 -1.4056 -0.13105 1945.8 965.45
4.7053 0.29286 -3.6034 -0.28421 1409.9 805.55
2.4234 0.18647 2.3401 -8.4148 1782.3 873.18
8.93 0.22263 0.94344 1.6096 2058.6 1064.9
8.545 0.27408 -0.45593 0.1408 1993.9 965.27
9.3985 0.13878 0.62821 -0.34399 2120.4 1015.4
4.0669 0.20176 0.46992 0.068881 2089.5 992.28
1.6473 0.26046 -3.8516 0.22306 1452.2 806.73
11.486 0.17245 -0.67599 0.27378 1925.3 996.84
4.3921 0.27917 -4.953 -0.045613 1354.8 759.54
9.6915 0.24851 -1.2698 -0.18321 1950.7 973.34
3.2972 0.16883 0.0040085 -0.32778 2103.4 924.88
4.1185 0.30517 -0.15427 -5.4431 1629.1 813.46
2.0751 0.38395 5.9629 -18.083 1362.1 780.81
5.0047 0.14478 0.34441 0.042825 1942.6 994.08
5.0203 0.36388 -0.76593 -3.7875 1584.3 883.4
2.2543 0.44899 -4.6353 -0.55829 1414.4 745.81
7.3935 0.23975 -1.1622 -0.44931 1972.8 985.37
5.8117 0.16544 -0.22123 -0.29978 2082.1 1038
2.3015 0.18866 -1.0704 -0.16125 2025 972.1
8.5926 0.15509 0.94292 -0.60825 1970.8 1017.3
2.7721 0.46956 -4.6473 -0.74736 1422.4 751.8
11.853 0.18536 0.6041 -0.23222 2147.7 1140.8
7.6458 0.23364 -2.0153 -0.28526 1842.2 944.47
2.4928 0.34208 -0.93909 -0.64582 1985.9 849.72
5.9623 0.18273 -0.068033 -0.17048 2081.8 1062.4
10.296 0.2686 -0.71735 -0.48043 2037.4 1009.2
2.4688 0.36492 -3.151 -0.74451 1644 801.33
7.7418 0.1467 12.537 -23.003 1671.4 976.49
7.2189 0.29659 -1.6708 0.087159 1859.1 897.14
8.1015 0.10754 0.27343 -0.22467 2110.8 1117.7
2.0126 0.56244 -6.0548 -0.4258 1274.1 712.64
2.0371 0.35234 -4.4688 -0.59168 1393.8 798.21
2.4727 0.23319 -0.2968 -0.75705 2092.3 933.45
8.5857 0.3655 -3.5994 0.03617 1522.2 819.92
2.533 0.55854 -4.1852 -0.71756 1404.3 787.81
3.8148 0.32917 -0.89263 -0.24413 1885.8 899.81
3.5835 0.30671 -1.5929 -0.42587 1920.4 896.3
12.094 0.14887 -0.78734 -0.20675 1993.1 1060.8
4.2806 0.18178 1.0908 -5.8853 1773.3 934.04
11.631 0.19349 -2.1158 0.084411 1643.9 876.06
8.0022 0.12336 0.63181 -0.95827 1588.3 1114.7
2.313 0.26528 -2.9709 -0.099636 1609.2 892.57
4.7879 0.36037 -2.695 -0.68575 1772 827.28
2.0569 0.17401 -0.12834 -0.483 2133.8 1028.6
7.0063 0.30429 -2.7884 -0.021891 1523.5 918.17
6.2573 0.36255 -1.991 -0.18988 1845.3 949.26
10.542 0.34375 -3.4651 0.068304 1568 829.14
6.8103 0.19846 -0.55942 0.1818 1955.8 996.01
7.4297 0.10293 1.2253 0.2191 2244.5 1195.8
8.1313 0.23862 -0.75744 0.14565 1942.8 957.31
2.4819 0.2045 0.9487 -0.13514 2222.2 1142.1
7.6682 0.11971 0.86906 -0.78728 2198.4 1003.7
6.0778 0.24464 -1.0418 -0.072885 1927 1011.4
0.99094 0.13592 -0.82306 -1.0204 2091 951.22
7.772 0.097183 0.053027 -0.33127 2103.4 1092.4
2.5319 0.1924 -0.81262 0.10503 1963.4 1014.4
1.944 0.284 -0.87337 -0.40025 1980.2 917.73
6.9965 0.25186 -2.2528 -0.12319 1799.6 924.19
1.2969 0.36674 -4.8962 -0.89913 1367.8 719.6
2.5018 0.16173 -0.78276 -0.19347 2007.1 1009.2
3.1211 0.29335 -0.64441 -0.87657 2091.8 941.04
9.3017 0.19651 -1.2114 -1.1276 1582.5 905.72
5.7422 0.20052 -1.0103 -0.2711 1988.4 984.77
4.257 0.3225 -0.56011 -0.05461 1987.6 992.86
3.0745 0.3698 -1.3518 -0.2059 1717.1 892.56
7.354 0.22841 -1.5318 -0.0331 1882.8 976.9
4.5778 0.2676 -3.0558 0.036879 1651.3 896.51
5.6869 0.40002 -3.2443 -0.072389 1582.8 876.87
10.957 0.17912 -2.1101 -0.032806 1749.7 903.3
4.1024 0.21481 -2.061 -0.020042 1807.7 945.71
10.732 0.27443 -4.2437 0.20428 1435.6 869.45
7.1494 0.35025 -2.3928 -0.24003 1803.4 850.81
7.7426 0.30276 -0.66379 0.004023 2009.9 908.99
6.8128 0.3257 -2.1546 -0.071485 1767.8 866.51
1.6852 0.69168 -6.1145 -0.58344 1245.5 714.53
13.65 0.21517 -0.91684 -0.23007 1983.6 1021.3
4.8303 0.29342 -1.226 4.4208e-06 1912 978.36
9.5752 0.23108 -0.34368 -1.273 1497.3 984.29
7.0922 0.58467 -3.4432 -0.14966 1598.5 856.52
1.6054 0.2472 -1.6636 -0.68213 1954.6 906.83
9.0196 0.15968 -0.14329 -0.059608 2042.9 1096.6
12.373 0.2201 -0.4184 -0.34098 2054.6 1046.7
7.9199 0.26876 -1.3793 -0.98485 1665.7 886.1
6.1794 0.33295 -2.6596 -0.56642 1758.1 892.72
8.6976 0.14892 1.0629 -0.098717 2183.4 1182.1
1.5151 0.37848 -5.3279 0.15589 1295.6 820.35
9.6609 0.17614 -0.3958 -0.16927 2019.2 953.3
8.2028 0.29866 -1.167 -0.20987 1888 995.01
6.3852 0.40469 -4.3862 -0.016992 1429 835.97
4.338 0.75201 -4.2297 -0.28295 1302.1 825.32
3.8103 0.26418 -0.45939 -0.51366 1914.6 1018.5
3.5774 0.54767 -3.5487 -0.085452 1615.3 860.86
3.1359 0.32268 -1.542 -0.6614 1937 950.96
10.153 0.1756 -0.054481 -0.31288 2056.9 986.92
3.4725 0.99293 -2.9769 -4.9842 1286.7 791.34
11.84 0.18291 -0.87548 -0.25251 1997.4 1017.7
10.084 0.30843 -3.9119 -0.15007 1507.2 860.73
4.0418 0.058229 4.5183 -2.7382 2744.6 1397.3
9.4256 0.13489 0.76528 -0.22829 2181.6 1177.3
9.5132 0.2402 -1.0033 -0.019172 1938.8 1023.7
9.1687 0.35979 -1.2774 -0.43267 1939.6 896.31
6.4058 0.10057 -0.56164 -0.72698 2037.9 924.97
1.0535 0.20945 -4.8432 -0.96836 1381.5 744.5
5.8723 0.37095 -1.9669 -0.5715 1879.1 938.19
1.5681 0.22393 -1.542 -0.5001 1960.6 952.88
8.8377 0.13907 -0.39626 -0.6086 2032.9 964.5
7.3645 0.29106 -0.66241 0.068193 1978.4 933.5
6.3402 0.31285 -4.1685 0.085402 1427.7 819.56
3.471 0.3412 -0.69678 -0.45068 2060.4 882.73
11.343 0.28945 -1.8299 0.13771 1810.1 1003.1
7.7167 0.22871 -3.1057 -0.055012 1609.2 846.56
4.6535 0.24397 -1.4747 -0.60945 1591.6 879.08
12.24 0.16068 -1.5326 -0.19939 1893.8 989.5
2.5917 0.35137 -2.6634 -0.6744 1727.1 866.1
4.3585 0.19159 -1.4145 -0.26019 1898.7 895.32
8.2423 0.24838 -2.3796 0.21109 1750.5 913.11
9.6874 0.32803 -3.0514 -0.24456 1679.5 858.73
5.1837 0.28992 -4.1494 -0.40234 1385.8 834.96
7.8527 0.094153 0.32022 -0.50437 2142.1 1109.2
4.0802 0.53325 -1.3299 -1.0626 2034.4 931.92
2.8287 0.37975 -2.7678 -1.0117 1780.1 843.88
2.7619 0.78065 -5.0929 -0.51299 1351.4 662.66
5.5266 0.34822 -2.7682 -0.11305 1677.8 892.59
5.9749 0.30177 -1.2971 -0.48792 1970.7 962.35
8.3194 0.19105 0.9834 1.6872 2044.6 1098.2
4.8727 0.25753 -1.1071 -2.4148 1426.8 940.89
9.5472 0.16205 0.057768 -0.070668 2057.3 985.29
6.671 0.18637 0.17091 -0.049286 2057.4 1000.9
3.0908 0.3103 -0.89712 -0.54587 1913.9 865.64
3.2587 0.28218 -0.81164 -0.3446 2049.3 1018
10.664 0.15228 -0.0013982 -0.32623 2111.4 1075.2
3.3614 0.24992 -2.7554 -0.79615 1767.3 801.04
8.0504 0.23452 -1.1569 -0.066469 1951.1 1031.7
2.2954 0.26578 -2.9683 -0.58429 1664.1 780.79
2.7354 0.27254 -1.0485 0.10844 1949.1 997.28
3.7356 0.23358 -1.7687 -0.51136 1909 856.21
1.684 0.18334 -1.9456 -0.96376 1894.5 827.55
8.2319 0.17434 0.21658 -0.44385 2110.4 971.32
3.4377 0.4785 -3.5075 -0.28274 1606.3 857.76
8.7357 0.33915 -3.9951 -0.023657 1482.3 851.47
9.7378 0.16305 -0.84799 -0.27271 1976.7 1035.7
